sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
250,20544.15468685329,0.3667091747745872,2.0,recreation,0.2,24.0
251,45001.182712614536,0.3667091747745872,2.0,recreation,0.0,50.0
252,66073.40433076024,0.7749727932736279,2.0,recreation,0.2,17.0
253,66073.40433076024,0.6770338907837868,2.0,recreation,0.2,19.0
254,70928.81721723825,0.7749727932736279,2.0,recreation,0.2,13.0
255,70928.81721723825,0.7749727932736279,2.0,recreation,0.2,17.0
256,66073.40433076024,0.6770338907837868,2.0,recreation,0.2,15.0
257,70928.81721723825,0.6770338907837868,2.0,recreation,0.4,16.5
258,34763.61926831305,0.2483905738219619,2.0,recreation,0.0,50.0
259,34763.61926831305,0.29419714491814375,2.0,recreation,0.0,50.0
260,24166.28639306873,0.2483905738219619,2.0,recreation,0.0,50.0
261,24166.28639306873,0.2483905738219619,2.0,recreation,0.0,50.0
262,34763.61926831305,0.29419714491814375,2.0,recreation,0.0,50.0
263,24166.28639306873,0.29419714491814375,2.0,recreation,0.2,25.0
264,51815.83522353321,0.2855567114427686,2.0,recreation,0.2,18.0
265,51815.83522353321,0.458174354583025,2.0,recreation,0.2,19.0
266,8994.245086796582,0.2855567114427686,2.0,recreation,0.4,31.5
267,8994.245086796582,0.2855567114427686,2.0,recreation,0.0,50.0
268,51815.83522353321,0.458174354583025,2.0,recreation,0.2,18.0
269,8994.245086796582,0.458174354583025,2.0,recreation,0.6,32.0
270,49117.19481181353,0.6628061214461923,2.0,recreation,0.0,50.0
271,49117.19481181353,0.5319291329011322,2.0,recreation,0.0,50.0
272,61172.41652216762,0.6628061214461923,2.0,recreation,0.0,50.0
273,61172.41652216762,0.6628061214461923,2.0,recreation,0.4,17.0
274,49117.19481181353,0.5319291329011322,2.0,recreation,0.2,18.0
275,61172.41652216762,0.5319291329011322,2.0,recreation,0.0,50.0
276,90187.10013944656,0.5745101403445005,2.0,recreation,0.2,11.0
277,90187.10013944656,0.20284068286418916,2.0,recreation,0.0,50.0
278,37563.79669718444,0.5745101403445005,2.0,recreation,0.0,50.0
