sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
1312,10000.0,0.6312557114288211,2.0,sports,0.0,50.0
1313,10000.0,0.6312557114288211,2.0,sports,0.0,50.0
1314,10000.0,0.22448280882090332,2.0,sports,0.4,31.0
1315,10000.0,0.41497135460376744,2.0,sports,0.0,50.0
1316,10000.0,0.22448280882090332,2.0,greenway,0.0,50.0
1317,10000.0,0.22448280882090332,2.0,greenway,0.0,50.0
1318,10000.0,0.41497135460376744,2.0,sports,0.0,50.0
1319,10000.0,0.41497135460376744,2.0,greenway,0.2,27.0
1320,10000.0,0.33673134390264753,2.0,sports,0.4,35.5
1321,10000.0,0.2695782145485282,2.0,sports,0.0,50.0
1322,10000.0,0.33673134390264753,2.0,greenway,0.0,50.0
1323,10000.0,0.33673134390264753,2.0,greenway,0.0,50.0
1324,10000.0,0.2695782145485282,2.0,sports,0.4,28.0
1325,10000.0,0.2695782145485282,2.0,greenway,0.2,27.0
1326,10000.0,0.714758804626763,2.0,sports,0.0,50.0
1327,10000.0,0.7955304585397245,2.0,sports,0.0,50.0
1328,10000.0,0.714758804626763,2.0,sports,0.0,50.0
1329,10000.0,0.714758804626763,2.0,sports,0.2,24.0
1330,10000.0,0.7955304585397245,2.0,sports,0.6,28.0
1331,10000.0,0.7955304585397245,2.0,sports,0.6,26.0
1332,10000.0,0.5026170123368503,2.0,greenway,0.2,21.0
1333,10000.0,0.4689273802563549,2.0,greenway,0.4,26.0
1334,10000.0,0.5026170123368503,2.0,sports,0.2,25.0
1335,10000.0,0.5026170123368503,2.0,sports,0.0,50.0
1336,10000.0,0.4689273802563549,2.0,greenway,0.2,26.0
1337,10000.0,0.4689273802563549,2.0,sports,0.0,50.0
1338,10000.0,0.42714286707341675,2.0,recreation,0.2,25.0
1339,10000.0,0.5398992493748666,2.0,recreation,0.2,24.0
1340,10000.0,0.42714286707341675,2.0,recreation,0.0,50.0
1341,10000.0,0.42714286707341675,2.0,recreation,0.4,29.5
1342,10000.0,0.5398992493748666,2.0,recreation,0.0,50.0
1343,10000.0,0.5398992493748666,2.0,recreation,0.0,50.0
1344,10000.0,0.43725825231522325,2.0,sports,0.2,27.0
1345,10000.0,0.7572240848094225,2.0,sports,0.0,50.0
1346,10000.0,0.43725825231522325,2.0,sports,0.6,28.0
1347,10000.0,0.43725825231522325,2.0,sports,0.0,50.0
1348,10000.0,0.7572240848094225,2.0,sports,0.2,34.0
1349,10000.0,0.7572240848094225,2.0,sports,0.0,50.0
1350,10000.0,0.5112539594992995,2.0,sports,0.0,50.0
1351,10000.0,0.23288344610482456,2.0,sports,0.8,30.0
1352,10000.0,0.5112539594992995,2.0,greenway,0.0,50.0
1353,10000.0,0.5112539594992995,2.0,greenway,0.0,50.0
1354,10000.0,0.23288344610482456,2.0,sports,0.0,50.0
1355,10000.0,0.23288344610482456,2.0,greenway,0.0,50.0
1356,10000.0,0.7213516257703305,2.0,greenway,0.4,30.0
1357,10000.0,0.5062849443405868,2.0,greenway,0.4,29.5
1358,10000.0,0.7213516257703305,2.0,recreation,0.0,50.0
1359,10000.0,0.7213516257703305,2.0,recreation,0.2,28.0
1360,10000.0,0.5062849443405868,2.0,greenway,0.4,29.5
1361,10000.0,0.5062849443405868,2.0,recreation,0.4,27.0
1362,10000.0,0.3488861322402954,2.0,recreation,0.4,25.0
1363,10000.0,0.4275496983900667,2.0,recreation,0.0,50.0
1364,10000.0,0.3488861322402954,2.0,sports,0.2,27.0
1365,10000.0,0.3488861322402954,2.0,sports,0.2,29.0
1366,10000.0,0.4275496983900667,2.0,recreation,0.2,31.0
1367,10000.0,0.4275496983900667,2.0,sports,0.4,29.0
1368,10000.0,0.23664682619273664,2.0,greenway,0.2,25.0
1369,10000.0,0.2914171073585749,2.0,greenway,0.4,32.0
1370,10000.0,0.23664682619273664,2.0,sports,0.2,30.0
1371,10000.0,0.23664682619273664,2.0,sports,0.2,34.0
1372,10000.0,0.2914171073585749,2.0,greenway,0.0,50.0
1373,10000.0,0.2914171073585749,2.0,sports,0.4,32.5
1374,10000.0,0.758591613546014,2.0,recreation,0.0,50.0
1375,10000.0,0.6610702605918051,2.0,recreation,0.2,32.0
1376,10000.0,0.758591613546014,2.0,recreation,0.2,29.0
1377,10000.0,0.758591613546014,2.0,recreation,0.0,50.0
1378,10000.0,0.6610702605918051,2.0,recreation,0.0,50.0
1379,10000.0,0.6610702605918051,2.0,recreation,0.0,50.0
1380,10000.0,0.6240139739587904,2.0,greenway,0.6,25.0
1381,10000.0,0.3689050283282995,2.0,greenway,0.2,27.0
1382,10000.0,0.6240139739587904,2.0,greenway,0.2,29.0
1383,10000.0,0.6240139739587904,2.0,greenway,0.0,50.0
1384,10000.0,0.3689050283282995,2.0,greenway,0.0,50.0
1385,10000.0,0.3689050283282995,2.0,greenway,0.0,50.0
1386,10000.0,0.3994975605979562,2.0,recreation,0.0,50.0
1387,10000.0,0.6023277619853616,2.0,recreation,0.2,20.0
1388,10000.0,0.3994975605979562,2.0,recreation,0.0,50.0
1389,10000.0,0.3994975605979562,2.0,recreation,0.0,50.0
1390,10000.0,0.6023277619853616,2.0,recreation,0.4,27.0
1391,10000.0,0.6023277619853616,2.0,recreation,0.0,50.0
1392,10000.0,0.3756565155461431,2.0,greenway,0.0,50.0
1393,10000.0,0.3887667821720243,2.0,greenway,0.4,25.0
1394,10000.0,0.3756565155461431,2.0,recreation,0.2,25.0
1395,10000.0,0.3756565155461431,2.0,recreation,0.0,50.0
1396,10000.0,0.3887667821720243,2.0,greenway,0.0,50.0
1397,10000.0,0.3887667821720243,2.0,recreation,0.2,26.0
1398,10000.0,0.6008335435763001,2.0,recreation,0.2,25.0
1399,10000.0,0.6199921865016222,2.0,recreation,0.0,50.0
1400,10000.0,0.6008335435763001,2.0,sports,0.4,28.0
1401,10000.0,0.6008335435763001,2.0,sports,0.2,24.0
1402,10000.0,0.6199921865016222,2.0,recreation,0.0,50.0
1403,10000.0,0.6199921865016222,2.0,sports,0.2,28.0
1404,10000.0,0.7665379639714958,2.0,sports,0.0,50.0
1405,10000.0,0.3490809226408601,2.0,sports,0.4,30.0
1406,10000.0,0.7665379639714958,2.0,sports,0.4,28.0
1407,10000.0,0.7665379639714958,2.0,sports,0.2,25.0
1408,10000.0,0.3490809226408601,2.0,sports,0.2,28.0
1409,10000.0,0.3490809226408601,2.0,sports,0.0,50.0
1410,10000.0,0.23822196908295157,2.0,sports,0.0,50.0
1411,10000.0,0.7159509342163801,2.0,sports,0.4,25.0
1412,10000.0,0.23822196908295157,2.0,greenway,0.0,50.0
1413,10000.0,0.23822196908295157,2.0,greenway,0.0,50.0
1414,10000.0,0.7159509342163801,2.0,sports,0.2,32.0
1415,10000.0,0.7159509342163801,2.0,greenway,0.0,50.0
1416,10000.0,0.27597282603383066,2.0,greenway,0.0,50.0
1417,10000.0,0.5614207597449423,2.0,greenway,0.2,30.0
1418,10000.0,0.27597282603383066,2.0,greenway,0.0,50.0
1419,10000.0,0.27597282603383066,2.0,greenway,0.0,50.0
1420,10000.0,0.5614207597449423,2.0,greenway,0.2,25.0
1421,10000.0,0.5614207597449423,2.0,greenway,0.0,50.0
1422,10000.0,0.653786425292492,2.0,recreation,0.2,22.0
1423,10000.0,0.48488284088671213,2.0,recreation,0.2,29.0
1424,10000.0,0.653786425292492,2.0,sports,0.2,27.0
1425,10000.0,0.653786425292492,2.0,sports,0.0,50.0
1426,10000.0,0.48488284088671213,2.0,recreation,0.2,27.0
1427,10000.0,0.48488284088671213,2.0,sports,0.4,31.0
1428,10000.0,0.5635850800201297,2.0,greenway,0.0,50.0
1429,10000.0,0.7745578387752177,2.0,greenway,0.2,25.0
1430,10000.0,0.5635850800201297,2.0,greenway,0.2,31.0
1431,10000.0,0.5635850800201297,2.0,greenway,0.6,29.0
1432,10000.0,0.7745578387752177,2.0,greenway,0.4,27.0
1433,10000.0,0.7745578387752177,2.0,greenway,0.2,25.0
1434,10000.0,0.4879056563600898,2.0,recreation,0.2,31.0
1435,10000.0,0.2530003394931555,2.0,recreation,0.0,50.0
1436,10000.0,0.4879056563600898,2.0,recreation,0.4,30.5
1437,10000.0,0.4879056563600898,2.0,recreation,0.4,27.0
1438,10000.0,0.2530003394931555,2.0,recreation,0.0,50.0
1439,10000.0,0.2530003394931555,2.0,recreation,0.0,50.0
1440,10000.0,0.4636749114841223,2.0,greenway,0.2,28.0
1441,10000.0,0.6452517379075289,2.0,greenway,0.4,27.0
1442,10000.0,0.4636749114841223,2.0,greenway,0.0,50.0
1443,10000.0,0.4636749114841223,2.0,greenway,0.4,26.0
1444,10000.0,0.6452517379075289,2.0,greenway,0.4,32.0
1445,10000.0,0.6452517379075289,2.0,greenway,0.4,29.0
1446,10000.0,0.5409379113465549,2.0,recreation,0.0,50.0
1447,10000.0,0.42091079521924263,2.0,recreation,0.0,50.0
1448,10000.0,0.5409379113465549,2.0,recreation,0.0,50.0
1449,10000.0,0.5409379113465549,2.0,recreation,0.4,27.0
1450,10000.0,0.42091079521924263,2.0,recreation,0.4,28.5
1451,10000.0,0.42091079521924263,2.0,recreation,0.0,50.0
1452,10000.0,0.6776418240740896,2.0,greenway,0.2,23.0
1453,10000.0,0.6943171571940184,2.0,greenway,0.2,28.0
1454,10000.0,0.6776418240740896,2.0,sports,0.0,50.0
1455,10000.0,0.6776418240740896,2.0,sports,0.4,25.0
1456,10000.0,0.6943171571940184,2.0,greenway,0.0,50.0
1457,10000.0,0.6943171571940184,2.0,sports,0.2,28.0
1458,10000.0,0.2989953810349107,2.0,recreation,0.4,29.5
1459,10000.0,0.31558164302259684,2.0,recreation,0.0,50.0
1460,10000.0,0.2989953810349107,2.0,recreation,0.2,27.0
1461,10000.0,0.2989953810349107,2.0,recreation,0.2,33.0
1462,10000.0,0.31558164302259684,2.0,recreation,0.0,50.0
1463,10000.0,0.31558164302259684,2.0,recreation,0.2,32.0
1464,10000.0,0.26116148065775635,2.0,sports,0.0,50.0
1465,10000.0,0.4795634929090739,2.0,sports,0.0,50.0
1466,10000.0,0.26116148065775635,2.0,recreation,0.0,50.0
1467,10000.0,0.26116148065775635,2.0,recreation,0.2,27.0
1468,10000.0,0.4795634929090739,2.0,sports,0.0,50.0
1469,10000.0,0.4795634929090739,2.0,recreation,0.2,29.0
1470,10000.0,0.790475114248693,2.0,sports,0.2,22.0
1471,10000.0,0.5492169143632055,2.0,sports,0.0,50.0
1472,10000.0,0.790475114248693,2.0,greenway,0.2,23.0
1473,10000.0,0.790475114248693,2.0,greenway,0.0,50.0
1474,10000.0,0.5492169143632055,2.0,sports,0.0,50.0
1475,10000.0,0.5492169143632055,2.0,greenway,0.2,27.0
1476,10000.0,0.5781046189367771,2.0,greenway,0.6,28.0
1477,10000.0,0.25703766308724885,2.0,greenway,0.2,36.0
1478,10000.0,0.5781046189367771,2.0,sports,0.2,25.0
1479,10000.0,0.5781046189367771,2.0,sports,0.0,50.0
1480,10000.0,0.25703766308724885,2.0,greenway,0.2,28.0
1481,10000.0,0.25703766308724885,2.0,sports,0.0,50.0
1482,10000.0,0.3515088096261025,2.0,recreation,0.2,25.0
1483,10000.0,0.7904607007279993,2.0,recreation,0.2,23.0
1484,10000.0,0.3515088096261025,2.0,greenway,0.2,31.0
1485,10000.0,0.3515088096261025,2.0,greenway,0.2,29.0
1486,10000.0,0.7904607007279993,2.0,recreation,0.2,24.0
1487,10000.0,0.7904607007279993,2.0,greenway,0.2,24.0
1488,10000.0,0.4233232013881207,2.0,sports,0.0,50.0
1489,10000.0,0.20187438298016788,2.0,sports,0.0,50.0
1490,10000.0,0.4233232013881207,2.0,greenway,0.0,50.0
1491,10000.0,0.4233232013881207,2.0,greenway,0.0,50.0
1492,10000.0,0.20187438298016788,2.0,sports,0.2,35.0
1493,10000.0,0.20187438298016788,2.0,greenway,0.2,29.0
1494,10000.0,0.6470617026090623,2.0,sports,0.0,50.0
1495,10000.0,0.7331000912934542,2.0,sports,0.0,50.0
1496,10000.0,0.6470617026090623,2.0,recreation,0.4,23.5
1497,10000.0,0.6470617026090623,2.0,recreation,0.2,27.0
1498,10000.0,0.7331000912934542,2.0,sports,0.0,50.0
1499,10000.0,0.7331000912934542,2.0,recreation,0.6,26.0
1500,10000.0,0.7344089327380061,2.0,greenway,0.0,50.0
1501,10000.0,0.4621839636936784,2.0,greenway,0.2,26.0
1502,10000.0,0.7344089327380061,2.0,greenway,0.6,24.0
1503,10000.0,0.7344089327380061,2.0,greenway,0.0,50.0
1504,10000.0,0.4621839636936784,2.0,greenway,0.0,50.0
1505,10000.0,0.4621839636936784,2.0,greenway,0.0,50.0
1506,10000.0,0.2139561688527465,2.0,recreation,0.2,30.0
1507,10000.0,0.5290542434901,2.0,recreation,0.2,28.0
1508,10000.0,0.2139561688527465,2.0,sports,0.2,31.0
1509,10000.0,0.2139561688527465,2.0,sports,0.0,50.0
1510,10000.0,0.5290542434901,2.0,recreation,0.0,50.0
1511,10000.0,0.5290542434901,2.0,sports,0.0,50.0
1512,10000.0,0.3261320339515805,2.0,greenway,0.6,31.0
1513,10000.0,0.6744828702881933,2.0,greenway,0.0,50.0
1514,10000.0,0.3261320339515805,2.0,recreation,0.4,29.0
1515,10000.0,0.3261320339515805,2.0,recreation,0.0,50.0
1516,10000.0,0.6744828702881933,2.0,greenway,0.2,21.0
1517,10000.0,0.6744828702881933,2.0,recreation,0.2,29.0
1518,10000.0,0.6972336778417231,2.0,recreation,0.2,32.0
1519,10000.0,0.29794468320906164,2.0,recreation,0.0,50.0
1520,10000.0,0.6972336778417231,2.0,greenway,0.2,24.0
1521,10000.0,0.6972336778417231,2.0,greenway,0.0,50.0
1522,10000.0,0.29794468320906164,2.0,recreation,0.4,28.0
1523,10000.0,0.29794468320906164,2.0,greenway,0.2,28.0
1524,10000.0,0.5342369597405197,2.0,sports,0.2,30.0
1525,10000.0,0.5876337001100183,2.0,sports,0.4,32.5
1526,10000.0,0.5342369597405197,2.0,recreation,0.2,26.0
1527,10000.0,0.5342369597405197,2.0,recreation,0.0,50.0
1528,10000.0,0.5876337001100183,2.0,sports,0.0,50.0
1529,10000.0,0.5876337001100183,2.0,recreation,0.6,30.0
1530,10000.0,0.4611473385244608,2.0,sports,0.0,50.0
1531,10000.0,0.3660758968442679,2.0,sports,0.0,50.0
1532,10000.0,0.4611473385244608,2.0,sports,0.2,31.0
1533,10000.0,0.4611473385244608,2.0,sports,0.2,33.0
1534,10000.0,0.3660758968442679,2.0,sports,0.6,29.0
1535,10000.0,0.3660758968442679,2.0,sports,0.2,27.0
1536,10000.0,0.4624234346672893,2.0,sports,0.2,27.0
1537,10000.0,0.2346708830446005,2.0,sports,0.2,33.0
1538,10000.0,0.4624234346672893,2.0,recreation,0.2,28.0
1539,10000.0,0.4624234346672893,2.0,recreation,0.0,50.0
1540,10000.0,0.2346708830446005,2.0,sports,0.0,50.0
1541,10000.0,0.2346708830446005,2.0,recreation,0.4,30.0
1542,10000.0,0.5328166848048568,2.0,sports,0.2,31.0
1543,10000.0,0.7565213689580561,2.0,sports,0.0,50.0
1544,10000.0,0.5328166848048568,2.0,greenway,0.0,50.0
1545,10000.0,0.5328166848048568,2.0,greenway,0.2,31.0
1546,10000.0,0.7565213689580561,2.0,sports,0.0,50.0
1547,10000.0,0.7565213689580561,2.0,greenway,0.2,29.0
1548,10000.0,0.6986035786569119,2.0,greenway,0.2,26.0
1549,10000.0,0.42935094870626933,2.0,greenway,0.2,32.0
1550,10000.0,0.6986035786569119,2.0,recreation,0.2,27.0
1551,10000.0,0.6986035786569119,2.0,recreation,0.4,27.0
1552,10000.0,0.42935094870626933,2.0,greenway,0.0,50.0
1553,10000.0,0.42935094870626933,2.0,recreation,0.2,33.0
1554,10000.0,0.3249062716960907,2.0,recreation,0.4,23.5
1555,10000.0,0.505595880933106,2.0,recreation,0.2,30.0
1556,10000.0,0.3249062716960907,2.0,sports,0.0,50.0
1557,10000.0,0.3249062716960907,2.0,sports,0.2,29.0
1558,10000.0,0.505595880933106,2.0,recreation,0.4,23.5
1559,10000.0,0.505595880933106,2.0,sports,0.0,50.0
1560,10000.0,0.2127395998686552,2.0,greenway,0.2,31.0
1561,10000.0,0.660440767928958,2.0,greenway,0.0,50.0
1562,10000.0,0.2127395998686552,2.0,sports,0.4,29.0
1563,10000.0,0.2127395998686552,2.0,sports,0.4,29.0
1564,10000.0,0.660440767928958,2.0,greenway,0.0,50.0
1565,10000.0,0.660440767928958,2.0,sports,0.0,50.0
1566,10000.0,0.7357697162777186,2.0,recreation,0.0,50.0
1567,10000.0,0.29327780548483134,2.0,recreation,0.0,50.0
1568,10000.0,0.7357697162777186,2.0,recreation,0.2,26.0
1569,10000.0,0.7357697162777186,2.0,recreation,0.0,50.0
1570,10000.0,0.29327780548483134,2.0,recreation,0.0,50.0
1571,10000.0,0.29327780548483134,2.0,recreation,0.0,50.0
1572,10000.0,0.6456505494192244,2.0,sports,0.2,32.0
1573,10000.0,0.6017119575291873,2.0,sports,0.2,27.0
1574,10000.0,0.6456505494192244,2.0,greenway,0.4,25.0
1575,10000.0,0.6456505494192244,2.0,greenway,0.2,32.0
1576,10000.0,0.6017119575291873,2.0,sports,0.4,32.5
1577,10000.0,0.6017119575291873,2.0,greenway,0.2,27.0
1578,10000.0,0.424590108729899,2.0,sports,0.4,27.0
1579,10000.0,0.3707795040681958,2.0,sports,0.2,32.0
1580,10000.0,0.424590108729899,2.0,sports,0.2,34.0
1581,10000.0,0.424590108729899,2.0,sports,0.0,50.0
1582,10000.0,0.3707795040681958,2.0,sports,0.0,50.0
1583,10000.0,0.3707795040681958,2.0,sports,0.2,31.0
1584,10000.0,0.3505784513428808,2.0,greenway,0.2,31.0
1585,10000.0,0.6218668231740594,2.0,greenway,0.4,30.5
1586,10000.0,0.3505784513428808,2.0,recreation,0.0,50.0
1587,10000.0,0.3505784513428808,2.0,recreation,0.0,50.0
1588,10000.0,0.6218668231740594,2.0,greenway,0.2,23.0
1589,10000.0,0.6218668231740594,2.0,recreation,0.2,30.0
1590,10000.0,0.5791837001219393,2.0,recreation,0.0,50.0
1591,10000.0,0.38815110288560395,2.0,recreation,0.4,25.5
1592,10000.0,0.5791837001219393,2.0,greenway,0.2,30.0
1593,10000.0,0.5791837001219393,2.0,greenway,0.2,25.0
1594,10000.0,0.38815110288560395,2.0,recreation,0.0,50.0
1595,10000.0,0.38815110288560395,2.0,greenway,0.0,50.0
1596,10000.0,0.7893456634134055,2.0,sports,0.4,26.5
1597,10000.0,0.7178117575123908,2.0,sports,0.0,50.0
1598,10000.0,0.7893456634134055,2.0,sports,0.0,50.0
1599,10000.0,0.7893456634134055,2.0,sports,0.0,50.0
1600,10000.0,0.7178117575123908,2.0,sports,0.2,31.0
1601,10000.0,0.7178117575123908,2.0,sports,0.0,50.0
1602,10000.0,0.26214217729866507,2.0,sports,0.4,29.0
1603,10000.0,0.348451590910554,2.0,sports,0.2,25.0
1604,10000.0,0.26214217729866507,2.0,greenway,0.2,30.0
1605,10000.0,0.26214217729866507,2.0,greenway,0.2,27.0
1606,10000.0,0.348451590910554,2.0,sports,0.0,50.0
1607,10000.0,0.348451590910554,2.0,greenway,0.0,50.0
1608,10000.0,0.2999668844044209,2.0,greenway,0.2,30.0
1609,10000.0,0.48419393841177233,2.0,greenway,0.2,28.0
1610,10000.0,0.2999668844044209,2.0,greenway,0.4,27.0
1611,10000.0,0.2999668844044209,2.0,greenway,0.2,25.0
1612,10000.0,0.48419393841177233,2.0,greenway,0.2,26.0
1613,10000.0,0.48419393841177233,2.0,greenway,0.2,26.0
1614,10000.0,0.6765214905142785,2.0,recreation,0.4,26.5
1615,10000.0,0.5632221352308989,2.0,recreation,0.4,26.5
1616,10000.0,0.6765214905142785,2.0,sports,0.4,28.5
1617,10000.0,0.6765214905142785,2.0,sports,0.4,27.0
1618,10000.0,0.5632221352308989,2.0,recreation,0.4,33.0
1619,10000.0,0.5632221352308989,2.0,sports,0.0,50.0
1620,10000.0,0.5420078707858921,2.0,greenway,0.4,26.5
1621,10000.0,0.252297748811543,2.0,greenway,0.4,26.5
1622,10000.0,0.5420078707858921,2.0,sports,0.4,24.0
1623,10000.0,0.5420078707858921,2.0,sports,0.2,35.0
1624,10000.0,0.252297748811543,2.0,greenway,0.0,50.0
1625,10000.0,0.252297748811543,2.0,sports,0.0,50.0
1626,10000.0,0.4627537420019508,2.0,recreation,0.2,31.0
1627,10000.0,0.7763454366475344,2.0,recreation,0.2,26.0
1628,10000.0,0.4627537420019508,2.0,recreation,0.0,50.0
1629,10000.0,0.4627537420019508,2.0,recreation,0.2,32.0
1630,10000.0,0.7763454366475344,2.0,recreation,0.0,50.0
1631,10000.0,0.7763454366475344,2.0,recreation,0.0,50.0
1632,10000.0,0.4866434004157782,2.0,greenway,0.0,50.0
1633,10000.0,0.4215951826423407,2.0,greenway,0.0,50.0
1634,10000.0,0.4866434004157782,2.0,greenway,0.2,33.0
1635,10000.0,0.4866434004157782,2.0,greenway,0.2,27.0
1636,10000.0,0.4215951826423407,2.0,greenway,0.0,50.0
1637,10000.0,0.4215951826423407,2.0,greenway,0.2,24.0
1638,10000.0,0.5649914432317019,2.0,recreation,0.0,50.0
1639,10000.0,0.6434459367766977,2.0,recreation,0.0,50.0
1640,10000.0,0.5649914432317019,2.0,sports,0.2,34.0
1641,10000.0,0.5649914432317019,2.0,sports,0.0,50.0
1642,10000.0,0.6434459367766977,2.0,recreation,0.2,28.0
1643,10000.0,0.6434459367766977,2.0,sports,0.0,50.0
1644,10000.0,0.6524029703810812,2.0,greenway,0.4,26.0
1645,10000.0,0.3162889633327723,2.0,greenway,0.0,50.0
1646,10000.0,0.6524029703810812,2.0,greenway,0.2,27.0
1647,10000.0,0.6524029703810812,2.0,greenway,0.2,28.0
1648,10000.0,0.3162889633327723,2.0,greenway,0.6,31.0
1649,10000.0,0.3162889633327723,2.0,greenway,0.2,29.0
1650,10000.0,0.27721221391111617,2.0,recreation,0.0,50.0
1651,10000.0,0.6925341995432974,2.0,recreation,0.2,32.0
1652,10000.0,0.27721221391111617,2.0,recreation,0.2,26.0
1653,10000.0,0.27721221391111617,2.0,recreation,0.0,50.0
1654,10000.0,0.6925341995432974,2.0,recreation,0.4,24.0
1655,10000.0,0.6925341995432974,2.0,recreation,0.2,24.0
1656,10000.0,0.23945209216326477,2.0,sports,0.4,34.0
1657,10000.0,0.5473378878086805,2.0,sports,0.2,31.0
1658,10000.0,0.23945209216326477,2.0,recreation,0.0,50.0
1659,10000.0,0.23945209216326477,2.0,recreation,0.2,32.0
1660,10000.0,0.5473378878086805,2.0,sports,0.2,34.0
1661,10000.0,0.5473378878086805,2.0,recreation,0.2,30.0
1662,10000.0,0.7651635548099875,2.0,sports,0.4,28.0
1663,10000.0,0.48017462138086564,2.0,sports,0.6,30.0
1664,10000.0,0.7651635548099875,2.0,sports,0.0,50.0
1665,10000.0,0.7651635548099875,2.0,sports,0.0,50.0
1666,10000.0,0.48017462138086564,2.0,sports,0.0,50.0
1667,10000.0,0.48017462138086564,2.0,sports,0.0,50.0
1668,10000.0,0.6022308565676213,2.0,greenway,0.2,28.0
1669,10000.0,0.7886044818907978,2.0,greenway,0.4,27.5
1670,10000.0,0.6022308565676213,2.0,recreation,0.0,50.0
1671,10000.0,0.6022308565676213,2.0,recreation,0.0,50.0
1672,10000.0,0.7886044818907978,2.0,greenway,0.0,50.0
1673,10000.0,0.7886044818907978,2.0,recreation,0.0,50.0
1674,10000.0,0.3744035199284554,2.0,recreation,0.0,50.0
1675,10000.0,0.25767176020890475,2.0,recreation,0.4,32.0
1676,10000.0,0.3744035199284554,2.0,greenway,0.2,36.0
1677,10000.0,0.3744035199284554,2.0,greenway,0.0,50.0
1678,10000.0,0.25767176020890475,2.0,recreation,0.0,50.0
1679,10000.0,0.25767176020890475,2.0,greenway,0.4,28.5
1680,10000.0,0.4004418306052685,2.0,greenway,0.2,27.0
1681,10000.0,0.7337340274825692,2.0,greenway,0.2,22.0
1682,10000.0,0.4004418306052685,2.0,sports,0.4,28.0
1683,10000.0,0.4004418306052685,2.0,sports,0.0,50.0
1684,10000.0,0.7337340274825692,2.0,greenway,0.2,26.0
1685,10000.0,0.7337340274825692,2.0,sports,0.4,26.5
1686,10000.0,0.6229210525751114,2.0,recreation,0.2,26.0
1687,10000.0,0.20001803897321224,2.0,recreation,0.2,29.0
1688,10000.0,0.6229210525751114,2.0,recreation,0.2,30.0
1689,10000.0,0.6229210525751114,2.0,recreation,0.0,50.0
1690,10000.0,0.20001803897321224,2.0,recreation,0.0,50.0
1691,10000.0,0.20001803897321224,2.0,recreation,0.4,30.0
1692,10000.0,0.7597074387595057,2.0,greenway,0.0,50.0
1693,10000.0,0.5296652467921377,2.0,greenway,0.4,25.5
1694,10000.0,0.7597074387595057,2.0,greenway,0.2,23.0
1695,10000.0,0.7597074387595057,2.0,greenway,0.0,50.0
1696,10000.0,0.5296652467921377,2.0,greenway,0.0,50.0
1697,10000.0,0.5296652467921377,2.0,greenway,0.0,50.0
1698,10000.0,0.23567968364804986,2.0,recreation,0.6,33.0
1699,10000.0,0.46030477620661264,2.0,recreation,0.2,27.0
1700,10000.0,0.23567968364804986,2.0,recreation,0.2,33.0
1701,10000.0,0.23567968364804986,2.0,recreation,0.0,50.0
1702,10000.0,0.46030477620661264,2.0,recreation,0.0,50.0
1703,10000.0,0.46030477620661264,2.0,recreation,0.2,32.0
1704,10000.0,0.3479282544925809,2.0,greenway,0.2,28.0
1705,10000.0,0.2961615646257997,2.0,greenway,0.4,31.0
1706,10000.0,0.3479282544925809,2.0,sports,0.2,32.0
1707,10000.0,0.3479282544925809,2.0,sports,0.4,29.0
1708,10000.0,0.2961615646257997,2.0,greenway,0.0,50.0
1709,10000.0,0.2961615646257997,2.0,sports,0.0,50.0
1710,10000.0,0.7224584052339198,2.0,recreation,0.0,50.0
1711,10000.0,0.6751900654286147,2.0,recreation,0.0,50.0
1712,10000.0,0.7224584052339198,2.0,greenway,0.2,25.0
1713,10000.0,0.7224584052339198,2.0,greenway,0.4,28.5
1714,10000.0,0.6751900654286147,2.0,recreation,0.2,33.0
1715,10000.0,0.6751900654286147,2.0,greenway,0.0,50.0
1716,10000.0,0.5101700883358717,2.0,sports,0.2,31.0
1717,10000.0,0.3642699705436826,2.0,sports,0.0,50.0
1718,10000.0,0.5101700883358717,2.0,recreation,0.0,50.0
1719,10000.0,0.5101700883358717,2.0,recreation,0.0,50.0
1720,10000.0,0.3642699705436826,2.0,sports,0.4,30.0
1721,10000.0,0.3642699705436826,2.0,recreation,0.2,32.0
1722,10000.0,0.43819326199591163,2.0,sports,0.0,50.0
1723,10000.0,0.5883179266005756,2.0,sports,0.2,28.0
1724,10000.0,0.43819326199591163,2.0,greenway,0.0,50.0
1725,10000.0,0.43819326199591163,2.0,greenway,0.2,34.0
1726,10000.0,0.5883179266005756,2.0,sports,0.0,50.0
1727,10000.0,0.5883179266005756,2.0,greenway,0.2,29.0
1728,10000.0,0.4260430267080665,2.0,greenway,0.2,26.0
1729,10000.0,0.7088052287697792,2.0,greenway,0.2,25.0
1730,10000.0,0.4260430267080665,2.0,greenway,0.2,29.0
1731,10000.0,0.4260430267080665,2.0,greenway,0.0,50.0
1732,10000.0,0.7088052287697792,2.0,greenway,0.2,30.0
1733,10000.0,0.7088052287697792,2.0,greenway,0.4,26.5
1734,10000.0,0.5035726739093662,2.0,recreation,0.2,27.0
1735,10000.0,0.3375406770035625,2.0,recreation,0.0,50.0
1736,10000.0,0.5035726739093662,2.0,recreation,0.2,27.0
1737,10000.0,0.5035726739093662,2.0,recreation,0.0,50.0
1738,10000.0,0.3375406770035625,2.0,recreation,0.2,26.0
1739,10000.0,0.3375406770035625,2.0,recreation,0.0,50.0
